ticket_id,sla_limit_hours,resolution_hours,sla_breached,first_response_minutes,uptime_impact_minutes
TKT-14606,72,21.16,0.0,71.0,0.0
TKT-14607,8,37.13,1.0,38.0,220.0
TKT-14608,24,40.08,1.0,109.0,0.0
TKT-14609,24,,,,0.0
TKT-14610,8,42.2,1.0,77.0,158.0
TKT-14611,8,53.02,1.0,10.0,181.0
TKT-14612,72,78.72,1.0,93.0,0.0
TKT-14613,72,60.26,0.0,12.0,0.0
TKT-14614,24,7.71,0.0,64.0,0.0
TKT-14615,8,1.03,0.0,112.0,243.0
TKT-14616,72,48.92,0.0,79.0,0.0
TKT-14617,24,4.81,0.0,76.0,0.0
TKT-14618,24,17.38,0.0,113.0,0.0
TKT-14619,8,3.24,0.0,22.0,275.0
TKT-14620,8,4.87,0.0,26.0,229.0
TKT-14621,72,71.42,0.0,98.0,0.0
TKT-14622,24,5.32,0.0,113.0,0.0
TKT-14623,24,17.45,0.0,115.0,0.0
TKT-14624,24,7.55,0.0,83.0,0.0
TKT-14625,72,23.19,0.0,114.0,0.0
TKT-14626,72,101.03,1.0,99.0,0.0
TKT-14627,24,17.61,0.0,33.0,0.0
TKT-14628,72,8.84,0.0,98.0,0.0
TKT-14629,4,3.43,0.0,63.0,46.0
TKT-14630,72,,,,0.0
TKT-14631,72,67.62,0.0,104.0,0.0
TKT-14632,72,21.92,0.0,32.0,0.0
TKT-14633,8,2.38,0.0,71.0,119.0
TKT-14634,4,2.55,0.0,23.0,69.0
TKT-14635,8,0.5,0.0,81.0,248.0
TKT-14636,72,13.74,0.0,92.0,0.0
TKT-14637,8,,,,80.0
TKT-14638,72,58.68,0.0,59.0,0.0
TKT-14639,72,32.79,0.0,80.0,0.0
TKT-14640,72,65.66,0.0,91.0,0.0
TKT-14641,24,8.91,0.0,78.0,0.0
TKT-14642,72,55.25,0.0,22.0,0.0
TKT-14643,8,3.47,0.0,32.0,55.0
TKT-14644,24,,,,0.0
TKT-14645,72,20.07,0.0,77.0,0.0
TKT-14646,72,47.02,0.0,25.0,0.0
TKT-14647,72,82.46,1.0,65.0,0.0
TKT-14648,24,8.03,0.0,94.0,0.0
TKT-14649,8,2.06,0.0,76.0,289.0
TKT-14650,72,17.79,0.0,36.0,0.0
TKT-14651,8,5.4,0.0,61.0,204.0
TKT-14652,24,12.86,0.0,42.0,0.0
TKT-14653,72,92.51,1.0,50.0,0.0
TKT-14654,24,21.61,0.0,36.0,0.0
TKT-14655,24,2.8,0.0,102.0,0.0
TKT-14656,24,10.93,0.0,108.0,0.0
TKT-14657,8,2.97,0.0,65.0,31.0
TKT-14658,8,0.34,0.0,59.0,189.0
TKT-14659,24,,,,0.0
TKT-14660,72,21.2,0.0,102.0,0.0
TKT-14661,8,0.66,0.0,31.0,203.0
TKT-14662,72,107.19,1.0,73.0,0.0
TKT-14663,72,50.45,0.0,89.0,0.0
TKT-14664,4,0.49,0.0,62.0,37.0
TKT-14665,72,56.98,0.0,16.0,0.0
TKT-14666,24,17.02,0.0,77.0,0.0
TKT-14667,72,62.31,0.0,8.0,0.0
TKT-14668,8,6.53,0.0,35.0,161.0
TKT-14669,72,38.0,0.0,108.0,0.0
TKT-14670,72,100.66,1.0,90.0,0.0
TKT-14671,72,,,,0.0
TKT-14672,24,11.82,0.0,21.0,0.0
TKT-14673,24,19.26,0.0,102.0,0.0
TKT-14674,24,0.55,0.0,70.0,0.0
TKT-14675,24,13.4,0.0,69.0,0.0
TKT-14676,24,,,,0.0
TKT-14677,24,4.1,0.0,47.0,0.0
TKT-14678,8,,,,249.0
TKT-14679,72,24.83,0.0,112.0,0.0
TKT-14680,72,49.65,0.0,5.0,0.0
TKT-14681,24,16.24,0.0,119.0,0.0
TKT-14682,72,27.8,0.0,72.0,0.0
TKT-14683,72,29.04,0.0,39.0,0.0
TKT-14684,72,6.55,0.0,116.0,0.0
TKT-14685,24,12.93,0.0,110.0,0.0
TKT-14686,24,21.92,0.0,25.0,0.0
TKT-14687,4,1.03,0.0,68.0,78.0
TKT-14688,8,1.83,0.0,74.0,32.0
TKT-14689,24,11.93,0.0,61.0,0.0
TKT-14690,24,21.29,0.0,34.0,0.0
TKT-14691,4,3.21,0.0,74.0,45.0
TKT-14692,24,,,,0.0
TKT-14693,24,7.05,0.0,12.0,0.0
TKT-14694,72,78.24,1.0,7.0,0.0
TKT-14695,72,71.08,0.0,41.0,0.0
TKT-14696,72,32.99,0.0,8.0,0.0
TKT-14697,72,73.6,1.0,56.0,0.0
TKT-14698,24,11.13,0.0,104.0,0.0
TKT-14699,72,68.63,0.0,102.0,0.0
TKT-14700,24,0.83,0.0,96.0,0.0
TKT-14701,4,,,,134.0
TKT-14702,72,66.1,0.0,30.0,0.0
TKT-14703,24,16.19,0.0,17.0,0.0
TKT-14704,24,4.3,0.0,102.0,0.0
TKT-14705,72,,,,0.0
TKT-14706,72,97.41,1.0,14.0,0.0
TKT-14707,8,0.89,0.0,66.0,231.0
TKT-14708,24,34.08,1.0,10.0,0.0
TKT-14709,72,54.83,0.0,60.0,0.0
TKT-14710,24,1.81,0.0,5.0,0.0
TKT-14711,72,7.22,0.0,20.0,0.0
TKT-14712,72,5.41,0.0,15.0,0.0
TKT-14713,24,7.88,0.0,108.0,0.0
TKT-14714,72,58.26,0.0,35.0,0.0
TKT-14715,72,50.67,0.0,107.0,0.0
TKT-14716,24,13.31,0.0,32.0,0.0
TKT-14717,24,11.17,0.0,74.0,0.0
TKT-14718,24,69.05,1.0,103.0,0.0
TKT-14719,72,8.45,0.0,16.0,0.0
TKT-14720,72,60.31,0.0,42.0,0.0
TKT-14721,72,69.84,0.0,7.0,0.0
TKT-14722,72,,,,0.0
TKT-14723,24,17.6,0.0,55.0,0.0
TKT-14724,72,,,,0.0
TKT-14725,24,16.02,0.0,77.0,0.0
TKT-14726,24,5.92,0.0,38.0,0.0
TKT-14727,24,20.77,0.0,57.0,0.0
TKT-14728,72,46.23,0.0,11.0,0.0
TKT-14729,72,84.01,1.0,30.0,0.0
TKT-14730,4,2.11,0.0,44.0,177.0
TKT-14731,8,0.92,0.0,41.0,124.0
TKT-14732,72,59.23,0.0,7.0,0.0
TKT-14733,72,27.92,0.0,112.0,0.0
TKT-14734,24,3.54,0.0,82.0,0.0
TKT-14735,72,109.42,1.0,44.0,0.0
TKT-14736,72,71.55,0.0,89.0,0.0
TKT-14737,24,,,,0.0
TKT-14738,24,7.65,0.0,50.0,0.0
TKT-14739,72,67.0,0.0,100.0,0.0
TKT-14740,72,30.15,0.0,57.0,0.0
TKT-14741,72,35.81,0.0,23.0,0.0
TKT-14742,72,,,,0.0
TKT-14743,24,34.57,1.0,79.0,0.0
TKT-14744,72,,,,0.0
TKT-14745,72,,,,0.0
TKT-14746,24,13.76,0.0,68.0,0.0
TKT-14747,24,1.78,0.0,13.0,0.0
TKT-14748,8,7.41,0.0,75.0,148.0
TKT-14749,72,,,,0.0
TKT-14750,8,1.6,0.0,120.0,85.0
TKT-14751,24,0.37,0.0,12.0,0.0
TKT-14752,8,7.88,0.0,11.0,170.0
TKT-14753,72,92.87,1.0,111.0,0.0
TKT-14754,72,26.36,0.0,17.0,0.0
TKT-14755,72,8.13,0.0,73.0,0.0
TKT-14756,8,0.35,0.0,21.0,146.0
TKT-14757,4,18.4,1.0,86.0,90.0
TKT-14758,72,86.4,1.0,73.0,0.0
TKT-14759,24,11.82,0.0,47.0,0.0
TKT-14760,24,14.79,0.0,14.0,0.0
TKT-14761,4,1.34,0.0,108.0,289.0
TKT-14762,72,58.63,0.0,106.0,0.0
TKT-14763,8,1.37,0.0,56.0,286.0
TKT-14764,72,58.31,0.0,53.0,0.0
TKT-14765,4,30.55,1.0,24.0,35.0
TKT-14766,8,2.44,0.0,56.0,233.0
TKT-14767,4,26.7,1.0,30.0,229.0
TKT-14768,24,18.7,0.0,36.0,0.0
TKT-14769,8,2.42,0.0,10.0,187.0
TKT-14770,8,6.53,0.0,64.0,176.0
TKT-14771,4,1.08,0.0,85.0,143.0
TKT-14772,8,4.19,0.0,29.0,206.0
TKT-14773,24,5.96,0.0,64.0,0.0
TKT-14774,24,63.26,1.0,117.0,0.0
TKT-14775,24,18.77,0.0,50.0,0.0
TKT-14776,72,38.63,0.0,80.0,0.0
TKT-14777,8,5.35,0.0,83.0,44.0
TKT-14778,72,29.59,0.0,23.0,0.0
TKT-14779,8,4.16,0.0,52.0,147.0
TKT-14780,24,0.12,0.0,43.0,0.0
TKT-14781,24,4.43,0.0,102.0,0.0
TKT-14782,8,29.69,1.0,21.0,96.0
TKT-14783,72,42.16,0.0,100.0,0.0
TKT-14784,72,,,,0.0
TKT-14785,72,13.56,0.0,78.0,0.0
TKT-14786,8,1.56,0.0,12.0,127.0
TKT-14787,4,1.98,0.0,100.0,257.0
TKT-14788,72,,,,0.0
TKT-14789,8,1.23,0.0,62.0,170.0
TKT-14790,72,93.01,1.0,83.0,0.0
TKT-14791,4,0.86,0.0,22.0,160.0
TKT-14792,24,12.91,0.0,111.0,0.0
TKT-14793,8,4.94,0.0,73.0,96.0
TKT-14794,72,62.85,0.0,9.0,0.0
TKT-14795,72,53.33,0.0,25.0,0.0
TKT-14796,72,21.88,0.0,67.0,0.0
TKT-14797,8,7.15,0.0,57.0,64.0
TKT-14798,72,,,,0.0
TKT-14799,4,0.22,0.0,69.0,274.0
TKT-14800,72,11.81,0.0,23.0,0.0
TKT-14801,8,6.43,0.0,58.0,91.0
TKT-14802,72,34.79,0.0,119.0,0.0
TKT-14803,4,48.44,1.0,51.0,108.0
TKT-14804,8,0.33,0.0,54.0,208.0
TKT-14805,8,7.15,0.0,54.0,81.0
TKT-14806,24,19.4,0.0,28.0,0.0
TKT-14807,72,23.83,0.0,107.0,0.0
TKT-14808,24,8.46,0.0,43.0,0.0
TKT-14809,4,11.16,1.0,45.0,87.0
TKT-14810,72,15.76,0.0,77.0,0.0
TKT-14811,72,47.09,0.0,31.0,0.0
TKT-14812,4,1.93,0.0,40.0,70.0
TKT-14813,24,23.5,0.0,105.0,0.0
TKT-14814,72,56.59,0.0,18.0,0.0
TKT-14815,4,3.31,0.0,6.0,88.0
TKT-14816,8,3.61,0.0,78.0,145.0
TKT-14817,72,41.37,0.0,96.0,0.0
TKT-14818,24,,,,0.0
TKT-14819,72,98.61,1.0,90.0,0.0
TKT-14820,72,27.05,0.0,27.0,0.0
TKT-14821,24,1.3,0.0,101.0,0.0
TKT-14822,72,,,,0.0
TKT-14823,72,1.13,0.0,90.0,0.0
TKT-14824,72,18.68,0.0,68.0,0.0
TKT-14825,24,20.0,0.0,8.0,0.0
TKT-14826,4,2.33,0.0,107.0,228.0
TKT-14827,24,1.32,0.0,100.0,0.0
TKT-14828,8,7.26,0.0,100.0,65.0
TKT-14829,24,1.74,0.0,71.0,0.0
TKT-14830,72,20.72,0.0,94.0,0.0
TKT-14831,24,23.33,0.0,20.0,0.0
TKT-14832,72,83.51,1.0,31.0,0.0
TKT-14833,24,1.61,0.0,23.0,0.0
TKT-14834,8,2.41,0.0,11.0,232.0
TKT-14835,24,7.26,0.0,78.0,0.0
TKT-14836,72,4.35,0.0,93.0,0.0
TKT-14837,8,4.13,0.0,22.0,242.0
TKT-14838,24,19.7,0.0,81.0,0.0
TKT-14839,4,3.51,0.0,66.0,139.0
TKT-14840,8,0.95,0.0,53.0,108.0
TKT-14841,4,1.65,0.0,90.0,91.0
TKT-14842,72,37.48,0.0,44.0,0.0
TKT-14843,72,116.5,1.0,49.0,0.0
TKT-14844,72,20.45,0.0,64.0,0.0
TKT-14845,24,43.6,1.0,76.0,0.0
TKT-14846,72,53.77,0.0,115.0,0.0
TKT-14847,24,20.34,0.0,60.0,0.0
TKT-14848,8,1.01,0.0,92.0,186.0
TKT-14849,72,30.45,0.0,67.0,0.0
TKT-14850,72,29.87,0.0,114.0,0.0
TKT-14851,8,7.58,0.0,59.0,32.0
TKT-14852,72,,,,0.0
TKT-14853,72,6.52,0.0,32.0,0.0
TKT-14854,72,3.86,0.0,54.0,0.0
TKT-14855,24,17.73,0.0,50.0,0.0
TKT-14856,24,7.17,0.0,116.0,0.0
TKT-14857,72,33.12,0.0,33.0,0.0
TKT-14858,24,0.35,0.0,30.0,0.0
TKT-14859,8,0.98,0.0,81.0,183.0
TKT-14860,72,39.93,0.0,106.0,0.0
TKT-14861,24,15.07,0.0,53.0,0.0
TKT-14862,72,26.95,0.0,58.0,0.0
TKT-14863,72,29.48,0.0,51.0,0.0
TKT-14864,24,12.29,0.0,34.0,0.0
TKT-14865,24,7.48,0.0,113.0,0.0
TKT-14866,8,33.63,1.0,98.0,266.0
TKT-14867,8,1.74,0.0,82.0,98.0
TKT-14868,4,3.38,0.0,57.0,18.0
TKT-14869,72,52.23,0.0,92.0,0.0
TKT-14870,4,3.12,0.0,89.0,172.0
TKT-14871,72,13.24,0.0,73.0,0.0
TKT-14872,72,75.31,1.0,23.0,0.0
TKT-14873,72,46.01,0.0,103.0,0.0
TKT-14874,8,0.24,0.0,106.0,188.0
TKT-14875,72,28.34,0.0,93.0,0.0
TKT-14876,8,,,,285.0
TKT-14877,8,7.11,0.0,11.0,110.0
TKT-14878,8,6.74,0.0,46.0,177.0
TKT-14879,4,0.52,0.0,29.0,62.0
TKT-14880,24,19.03,0.0,118.0,0.0
TKT-14881,4,30.2,1.0,46.0,277.0
TKT-14882,8,6.42,0.0,106.0,16.0
TKT-14883,4,2.76,0.0,6.0,298.0
TKT-14884,24,13.5,0.0,99.0,0.0
TKT-14885,4,21.86,1.0,76.0,270.0
TKT-14886,8,4.76,0.0,57.0,12.0
TKT-14887,72,22.91,0.0,10.0,0.0
TKT-14888,8,,,,90.0
TKT-14889,8,0.57,0.0,104.0,183.0
TKT-14890,8,6.42,0.0,64.0,108.0
TKT-14891,8,10.52,1.0,68.0,43.0
TKT-14892,72,99.5,1.0,77.0,0.0
TKT-14893,24,5.31,0.0,44.0,0.0
TKT-14894,72,25.61,0.0,70.0,0.0
TKT-14895,8,6.58,0.0,75.0,97.0
TKT-14896,8,6.04,0.0,75.0,14.0
TKT-14897,4,1.66,0.0,47.0,242.0
TKT-14898,72,44.81,0.0,72.0,0.0
TKT-14899,72,78.37,1.0,5.0,0.0
TKT-14900,72,102.3,1.0,92.0,0.0
TKT-14901,72,97.0,1.0,52.0,0.0
TKT-14902,72,63.72,0.0,90.0,0.0
TKT-14903,72,67.11,0.0,63.0,0.0
TKT-14904,8,5.34,0.0,65.0,245.0
TKT-14905,72,59.12,0.0,13.0,0.0
TKT-14906,72,5.85,0.0,102.0,0.0
TKT-14907,24,3.78,0.0,87.0,0.0
TKT-14908,72,62.65,0.0,66.0,0.0
TKT-14909,24,,,,0.0
TKT-14910,72,,,,0.0
TKT-14911,72,69.9,0.0,35.0,0.0
TKT-14912,24,60.56,1.0,34.0,0.0
TKT-14913,4,,,,73.0
TKT-14914,24,18.64,0.0,45.0,0.0
TKT-14915,72,70.26,0.0,114.0,0.0
TKT-14916,8,2.98,0.0,31.0,127.0
TKT-14917,72,,,,0.0
TKT-14918,72,,,,0.0
TKT-14919,24,6.84,0.0,81.0,0.0
TKT-14920,72,73.96,1.0,87.0,0.0
TKT-14921,72,9.32,0.0,62.0,0.0
TKT-14922,24,,,,0.0
TKT-14923,8,0.5,0.0,36.0,108.0
TKT-14924,72,53.71,0.0,64.0,0.0
TKT-14925,72,69.27,0.0,113.0,0.0
TKT-14926,24,42.85,1.0,67.0,0.0
TKT-14927,72,4.65,0.0,38.0,0.0
TKT-14928,4,2.44,0.0,66.0,161.0
TKT-14929,4,0.47,0.0,77.0,13.0
TKT-14930,8,3.78,0.0,57.0,66.0
TKT-14931,24,4.72,0.0,78.0,0.0
TKT-14932,72,32.44,0.0,72.0,0.0
TKT-14933,72,23.32,0.0,93.0,0.0
TKT-14934,72,,,,0.0
TKT-14935,72,62.0,0.0,90.0,0.0
TKT-14936,24,26.14,1.0,104.0,0.0
TKT-14937,72,24.77,0.0,36.0,0.0
TKT-14938,24,19.9,0.0,74.0,0.0
TKT-14939,4,1.04,0.0,33.0,41.0
TKT-14940,4,3.47,0.0,76.0,25.0
TKT-14941,24,15.34,0.0,109.0,0.0
TKT-14942,24,18.72,0.0,24.0,0.0
TKT-14943,72,47.29,0.0,98.0,0.0
TKT-14944,8,3.51,0.0,45.0,121.0
TKT-14945,72,,,,0.0
TKT-14946,24,11.94,0.0,81.0,0.0
TKT-14947,24,3.01,0.0,102.0,0.0
TKT-14948,72,67.57,0.0,12.0,0.0
TKT-14949,72,15.73,0.0,63.0,0.0
TKT-14950,72,61.92,0.0,95.0,0.0
TKT-14951,24,0.94,0.0,50.0,0.0
TKT-14952,72,0.57,0.0,16.0,0.0
TKT-14953,24,10.83,0.0,53.0,0.0
TKT-14954,24,7.44,0.0,113.0,0.0
TKT-14955,8,6.87,0.0,13.0,179.0
TKT-14956,72,94.75,1.0,32.0,0.0
TKT-14957,72,9.94,0.0,106.0,0.0
TKT-14958,4,3.52,0.0,23.0,39.0
TKT-14959,4,,,,35.0
TKT-14960,24,21.01,0.0,17.0,0.0
TKT-14961,24,21.1,0.0,72.0,0.0
TKT-14962,72,38.07,0.0,15.0,0.0
TKT-14963,24,16.65,0.0,85.0,0.0
TKT-14964,4,3.48,0.0,118.0,264.0
TKT-14965,72,97.83,1.0,69.0,0.0
TKT-14966,72,27.08,0.0,98.0,0.0
TKT-14967,24,0.54,0.0,75.0,0.0
TKT-14968,72,18.71,0.0,32.0,0.0
TKT-14969,72,60.2,0.0,17.0,0.0
TKT-14970,4,2.67,0.0,106.0,78.0
TKT-14971,72,,,,0.0
TKT-14972,4,0.87,0.0,49.0,223.0
TKT-14973,24,14.01,0.0,21.0,0.0
TKT-14974,72,39.55,0.0,112.0,0.0
TKT-14975,72,34.95,0.0,71.0,0.0
TKT-14976,72,23.91,0.0,92.0,0.0
TKT-14977,24,16.39,0.0,36.0,0.0
TKT-14978,4,3.74,0.0,55.0,85.0
TKT-14979,4,2.32,0.0,57.0,246.0
TKT-14980,72,118.29,1.0,51.0,0.0
TKT-14981,24,11.03,0.0,12.0,0.0
TKT-14982,72,16.09,0.0,103.0,0.0
TKT-14983,8,,,,241.0
TKT-14984,72,6.57,0.0,109.0,0.0
TKT-14985,4,19.61,1.0,27.0,190.0
TKT-14986,72,34.57,0.0,56.0,0.0
TKT-14987,24,19.77,0.0,61.0,0.0
TKT-14988,8,0.96,0.0,93.0,115.0
TKT-14989,24,2.88,0.0,15.0,0.0
TKT-14990,24,23.35,0.0,31.0,0.0
TKT-14991,72,92.63,1.0,92.0,0.0
TKT-14992,24,21.38,0.0,109.0,0.0
TKT-14993,72,71.22,0.0,23.0,0.0
TKT-14994,72,,,,0.0
TKT-14995,72,27.58,0.0,26.0,0.0
TKT-14996,24,13.96,0.0,72.0,0.0
TKT-14997,24,19.71,0.0,28.0,0.0
TKT-14998,8,1.43,0.0,31.0,118.0
TKT-14999,4,2.1,0.0,52.0,286.0
TKT-15000,24,12.67,0.0,80.0,0.0
TKT-15001,24,9.69,0.0,116.0,0.0
TKT-15002,8,6.51,0.0,48.0,239.0
TKT-15003,24,3.17,0.0,51.0,0.0
TKT-15004,8,0.86,0.0,60.0,11.0
TKT-15005,72,98.55,1.0,103.0,0.0
TKT-15006,24,53.41,1.0,19.0,0.0
TKT-15007,4,0.35,0.0,52.0,50.0
TKT-15008,8,1.65,0.0,33.0,268.0
TKT-15009,72,15.23,0.0,22.0,0.0
TKT-15010,4,0.91,0.0,77.0,118.0
TKT-15011,72,0.7,0.0,57.0,0.0
TKT-15012,72,17.04,0.0,59.0,0.0
TKT-15013,24,15.45,0.0,83.0,0.0
TKT-15014,72,37.26,0.0,7.0,0.0
TKT-15015,24,13.24,0.0,119.0,0.0
TKT-15016,72,109.03,1.0,11.0,0.0
TKT-15017,4,1.46,0.0,87.0,40.0
TKT-15018,72,,,,0.0
TKT-15019,24,39.23,1.0,40.0,0.0
TKT-15020,8,7.19,0.0,46.0,178.0
TKT-15021,72,35.92,0.0,22.0,0.0
TKT-15022,24,,,,0.0
TKT-15023,8,2.92,0.0,95.0,191.0
TKT-15024,72,70.64,0.0,99.0,0.0
TKT-15025,24,10.91,0.0,20.0,0.0
TKT-15026,8,6.76,0.0,71.0,83.0
TKT-15027,4,49.64,1.0,106.0,97.0
TKT-15028,8,25.0,1.0,86.0,75.0
TKT-15029,72,52.5,0.0,25.0,0.0
TKT-15030,24,14.82,0.0,72.0,0.0
TKT-15031,24,16.49,0.0,65.0,0.0
TKT-15032,24,4.95,0.0,90.0,0.0
TKT-15033,24,17.2,0.0,36.0,0.0
TKT-15034,72,11.15,0.0,15.0,0.0
TKT-15035,4,1.82,0.0,39.0,265.0
TKT-15036,8,6.84,0.0,39.0,165.0
TKT-15037,8,,,,16.0
TKT-15038,8,1.28,0.0,74.0,231.0
TKT-15039,72,26.01,0.0,120.0,0.0
TKT-15040,8,3.42,0.0,70.0,77.0
TKT-15041,8,6.28,0.0,40.0,276.0
TKT-15042,24,0.34,0.0,18.0,0.0
TKT-15043,4,1.13,0.0,92.0,82.0
TKT-15044,72,85.21,1.0,11.0,0.0
TKT-15045,24,19.67,0.0,76.0,0.0
TKT-15046,8,1.7,0.0,23.0,243.0
TKT-15047,8,1.45,0.0,45.0,39.0
TKT-15048,72,69.68,0.0,116.0,0.0
TKT-15049,72,35.19,0.0,99.0,0.0
TKT-15050,24,9.52,0.0,112.0,0.0
TKT-15051,72,5.94,0.0,119.0,0.0
TKT-15052,24,14.65,0.0,12.0,0.0
TKT-15053,24,16.17,0.0,22.0,0.0
TKT-15054,72,37.82,0.0,22.0,0.0
TKT-15055,72,2.56,0.0,99.0,0.0
TKT-15056,72,1.56,0.0,40.0,0.0
TKT-15057,24,,,,0.0
TKT-15058,24,7.7,0.0,31.0,0.0
TKT-15059,24,28.64,1.0,39.0,0.0
TKT-15060,24,43.06,1.0,5.0,0.0
TKT-15061,72,100.72,1.0,28.0,0.0
TKT-15062,72,10.47,0.0,55.0,0.0
TKT-15063,8,3.56,0.0,118.0,200.0
TKT-15064,24,18.06,0.0,102.0,0.0
TKT-15065,8,0.83,0.0,89.0,292.0
TKT-15066,72,20.37,0.0,34.0,0.0
TKT-15067,8,1.53,0.0,12.0,145.0
TKT-15068,8,7.37,0.0,118.0,127.0
TKT-15069,72,34.37,0.0,95.0,0.0
TKT-15070,72,39.99,0.0,9.0,0.0
TKT-15071,8,6.34,0.0,16.0,265.0
TKT-15072,24,17.11,0.0,41.0,0.0
TKT-15073,72,22.56,0.0,106.0,0.0
TKT-15074,72,45.33,0.0,46.0,0.0
TKT-15075,72,,,,0.0
TKT-15076,72,7.11,0.0,83.0,0.0
TKT-15077,72,18.16,0.0,82.0,0.0
TKT-15078,24,9.1,0.0,10.0,0.0
TKT-15079,24,8.38,0.0,92.0,0.0
TKT-15080,4,1.15,0.0,41.0,145.0
TKT-15081,24,50.21,1.0,80.0,0.0
TKT-15082,8,,,,275.0
TKT-15083,24,5.02,0.0,78.0,0.0
TKT-15084,24,13.51,0.0,104.0,0.0
TKT-15085,72,1.38,0.0,90.0,0.0
TKT-15086,24,,,,0.0
TKT-15087,24,9.78,0.0,32.0,0.0
TKT-15088,24,15.71,0.0,48.0,0.0
TKT-15089,8,,,,162.0
TKT-15090,24,19.6,0.0,40.0,0.0
TKT-15091,72,,,,0.0
TKT-15092,72,34.22,0.0,25.0,0.0
TKT-15093,72,,,,0.0
TKT-15094,72,38.99,0.0,106.0,0.0
TKT-15095,72,58.45,0.0,82.0,0.0
TKT-15096,72,27.25,0.0,110.0,0.0
TKT-15097,8,0.94,0.0,96.0,200.0
TKT-15098,8,3.45,0.0,27.0,290.0
TKT-15099,72,64.72,0.0,35.0,0.0
TKT-15100,72,113.63,1.0,27.0,0.0
TKT-15101,24,,,,0.0
TKT-15102,4,3.52,0.0,5.0,20.0
TKT-15103,24,,,,0.0
TKT-15104,72,92.21,1.0,78.0,0.0
TKT-15105,24,15.43,0.0,102.0,0.0
TKT-15106,8,7.52,0.0,105.0,110.0
TKT-15107,72,45.98,0.0,110.0,0.0
TKT-15108,72,54.17,0.0,71.0,0.0
TKT-15109,24,22.5,0.0,43.0,0.0
TKT-15110,72,32.97,0.0,72.0,0.0
TKT-15111,72,2.67,0.0,53.0,0.0
TKT-15112,8,1.17,0.0,47.0,140.0
TKT-15113,4,2.07,0.0,99.0,197.0
TKT-15114,24,50.46,1.0,63.0,0.0
TKT-15115,24,13.08,0.0,53.0,0.0
TKT-15116,72,39.34,0.0,25.0,0.0
TKT-15117,4,0.65,0.0,62.0,53.0
TKT-15118,8,19.86,1.0,40.0,179.0
TKT-15119,24,17.93,0.0,63.0,0.0
TKT-15120,72,94.55,1.0,41.0,0.0
TKT-15121,8,,,,230.0
TKT-15122,24,16.7,0.0,119.0,0.0
TKT-15123,8,1.53,0.0,63.0,96.0
TKT-15124,24,3.08,0.0,61.0,0.0
TKT-15125,8,4.86,0.0,15.0,66.0
TKT-15126,24,,,,0.0
TKT-15127,8,6.07,0.0,21.0,300.0
TKT-15128,72,59.96,0.0,98.0,0.0
TKT-15129,8,0.75,0.0,103.0,35.0
TKT-15130,72,42.22,0.0,63.0,0.0
TKT-15131,4,2.61,0.0,116.0,253.0
TKT-15132,72,7.49,0.0,113.0,0.0
TKT-15133,24,10.33,0.0,83.0,0.0
TKT-15134,24,12.31,0.0,74.0,0.0
TKT-15135,72,24.24,0.0,63.0,0.0
TKT-15136,4,3.28,0.0,104.0,270.0
TKT-15137,72,12.31,0.0,60.0,0.0
TKT-15138,24,3.98,0.0,16.0,0.0
TKT-15139,8,4.14,0.0,114.0,133.0
TKT-15140,24,9.63,0.0,67.0,0.0
TKT-15141,72,17.05,0.0,63.0,0.0
TKT-15142,8,12.76,1.0,19.0,116.0
TKT-15143,24,12.42,0.0,106.0,0.0
TKT-15144,72,2.06,0.0,39.0,0.0
TKT-15145,72,61.51,0.0,106.0,0.0
TKT-15146,72,95.48,1.0,56.0,0.0
TKT-15147,72,32.76,0.0,91.0,0.0
TKT-15148,8,3.45,0.0,50.0,165.0
TKT-15149,8,3.81,0.0,13.0,193.0
TKT-15150,4,2.7,0.0,19.0,60.0
TKT-15151,72,54.35,0.0,56.0,0.0
TKT-15152,72,85.36,1.0,64.0,0.0
TKT-15153,24,16.27,0.0,22.0,0.0
TKT-15154,24,66.09,1.0,112.0,0.0
TKT-15155,24,12.2,0.0,20.0,0.0
TKT-15156,24,11.86,0.0,100.0,0.0
TKT-15157,24,3.03,0.0,60.0,0.0
TKT-15158,24,9.83,0.0,24.0,0.0
TKT-15159,24,34.12,1.0,77.0,0.0
TKT-15160,24,15.43,0.0,90.0,0.0
TKT-15161,24,11.81,0.0,99.0,0.0
TKT-15162,8,,,,181.0
TKT-15163,24,23.63,0.0,69.0,0.0
TKT-15164,8,2.82,0.0,79.0,199.0
TKT-15165,72,12.87,0.0,7.0,0.0
TKT-15166,8,3.05,0.0,30.0,290.0
TKT-15167,24,0.76,0.0,56.0,0.0
TKT-15168,24,,,,0.0
TKT-15169,72,10.13,0.0,25.0,0.0
TKT-15170,24,15.86,0.0,115.0,0.0
TKT-15171,24,42.5,1.0,34.0,0.0
TKT-15172,72,,,,0.0
TKT-15173,24,16.38,0.0,50.0,0.0
TKT-15174,24,6.44,0.0,63.0,0.0
TKT-15175,24,26.74,1.0,100.0,0.0
TKT-15176,8,,,,247.0
TKT-15177,72,55.63,0.0,13.0,0.0
TKT-15178,4,28.73,1.0,60.0,165.0
TKT-15179,24,8.21,0.0,61.0,0.0
TKT-15180,72,8.61,0.0,58.0,0.0
TKT-15181,24,9.93,0.0,112.0,0.0
TKT-15182,4,1.5,0.0,111.0,171.0
TKT-15183,72,70.07,0.0,18.0,0.0
